route_id,origin_city,destination_city,origin_country,destination_country,origin_port,destination_port,distance_km,average_transit_days,route_risk,traffic_index
c8b7b1ae-8f5c-4327-bf6d-c3474cafb837,Dubai,Singapore,UAE,Singapore,Jebel Ali,Port of Singapore,8954.36,17,Medium,54
d0ed8bc0-1b5e-4897-8b13-198cb3dc7beb,Shanghai,Singapore,China,Singapore,Ningbo-Zhoushan,Port of Singapore,4539.79,11,High,82
51228b0b-b2f7-427c-a0bb-26a9ae8d32f5,Singapore,Incheon,Singapore,South Korea,Port of Singapore,Incheon Port,252.36,2,Medium,35
92e96892-c669-4e59-9a05-b777b18b43df,Sharjah,London,UAE,United Kingdom,Jebel Ali,Port of Felixstowe,4501.48,10,Medium,36
1bc16a7a-95d0-4533-8190-d177e22504e7,Chicago,Shenzhen,United States,China,Port Houston,Ningbo-Zhoushan,3897.97,7,Low,30
0e9f7ee9-3bf1-418c-adbf-f2a0a8e4489c,Dubai,Ningbo,UAE,China,Jebel Ali,Ningbo-Zhoushan,5148.14,13,Low,19
feaf3d2d-9700-49a6-b280-e50b3758344a,Singapore,Incheon,Singapore,South Korea,Port of Singapore,Incheon Port,3689.64,11,Medium,62
81941545-21a0-4e18-8d73-10a3aae77ca6,Tokyo,Singapore,Japan,Singapore,Port of Osaka,Port of Singapore,6769.91,9,High,86
fa467eac-c897-4c54-823b-7b91a5277f7a,Singapore,Hyderabad,Singapore,India,Port of Singapore,Kolkata Port,3766.2,10,Low,35
a194bf79-e991-47e2-a88e-9e0a8027604c,Tokyo,Manchester,Japan,United Kingdom,Port of Yokohama,Port of Felixstowe,5210.71,9,Low,45
dd6e1fc2-4943-4abb-b772-8d9a3db8f67c,Singapore,Amsterdam,Singapore,Netherlands,Port of Singapore,Port of Rotterdam,1770.69,6,Low,18
d009923c-c3d9-4a3c-a5fe-1caf45706c0f,Chennai,Rotterdam,India,Netherlands,Kolkata Port,Port of Rotterdam,11074.72,18,Low,20
f150ca91-7e53-4996-83f1-cc0936f25b61,Shenzhen,Shanghai,China,China,Ningbo-Zhoushan,Shenzhen Port,2166.9,5,Low,40
c775902f-e287-444c-b4c5-5c6cfac1b83b,Rotterdam,Osaka,Netherlands,Japan,Port of Rotterdam,Port of Osaka,4828.18,10,Low,29
c5129c4c-9423-4c52-bdc5-d309a0e72da8,Sharjah,Dubai,UAE,UAE,Khalifa Port,Khalifa Port,2133.22,3,Low,44
43d4f32e-6482-4802-ad93-239bb238ee59,Incheon,Sharjah,South Korea,UAE,Incheon Port,Khalifa Port,9634.43,16,Medium,45
f5834b7c-af65-46ff-b454-9b1268376725,Shanghai,Hyderabad,China,India,Shenzhen Port,Mundra Port,4473.77,7,High,87
132e9d6c-0bd1-49e6-ac62-8dd9fa1df63c,Amsterdam,Delhi,Netherlands,India,Port of Rotterdam,Kolkata Port,9857.84,17,Medium,38
1458afda-a8b2-413d-8b53-446c441083db,London,Osaka,United Kingdom,Japan,London Gateway,Port of Osaka,11232.98,20,Medium,65
8d0f9071-1558-4b64-a7d8-09ddb7909f46,London,Houston,United Kingdom,United States,Port of Felixstowe,Port Newark,12313.55,15,Medium,65
28ea8903-8451-4e26-8c2e-83405a568b84,Ningbo,Hamburg,China,Germany,Shenzhen Port,Port of Hamburg,8208.37,14,Low,27
db510e17-ce28-43dc-b741-842234f9d811,Hamburg,Houston,Germany,United States,Bremerhaven,Port Newark,10676.15,24,Critical,95
ef7fce8f-62f0-4fe1-9773-b638f7e0a911,Singapore,Amsterdam,Singapore,Netherlands,Port of Singapore,Port of Rotterdam,5720.92,10,Low,41
20f994aa-66c6-4be7-bf5f-cba405c941d9,Rotterdam,Dubai,Netherlands,UAE,Port of Rotterdam,Khalifa Port,5919.18,7,Low,18
42463e7b-8f8e-419e-9029-52a5274a5850,Singapore,Bengaluru,Singapore,India,Port of Singapore,Nhava Sheva,3401.31,8,Medium,57
251bbe3e-d7df-4e25-b342-cc0ac3a52cca,Hamburg,New York,Germany,United States,Port of Hamburg,Port Newark,5285.88,8,Medium,63
b04ce2b6-a670-401b-924c-8ceeeec01d35,Hamburg,Amsterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,1780.39,4,Critical,92
e4c8256d-370c-431b-8af9-a6caa389efd6,Incheon,Seoul,South Korea,South Korea,Port of Busan,Port of Busan,186.16,5,Critical,90
4294db10-45a8-4ac5-a4f6-d2d5fef4edea,Delhi,Felixstowe,India,United Kingdom,Mundra Port,London Gateway,1774.24,5,Low,38
2e40613e-4a3e-483d-94d6-a08b65098cfe,New York,Yokohama,United States,Japan,Port Newark,Port of Yokohama,785.39,4,Low,18
13b32053-3c0d-4f17-875c-e25901248f5b,Incheon,Amsterdam,South Korea,Netherlands,Port of Busan,Port of Rotterdam,12251.36,17,Low,39
4ea63829-9db0-4bec-bfd9-ac11472a784f,Seoul,Houston,South Korea,United States,Port of Busan,Port of LA,1623.73,3,Low,22
efe1333a-8943-44ad-a5a8-f10fd0f26f85,Los Angeles,Shanghai,United States,China,Port Houston,Ningbo-Zhoushan,9618.2,22,Low,18
b2fb595f-cb4f-4d07-996b-2d9159022a5a,Ningbo,Osaka,China,Japan,Shenzhen Port,Port of Osaka,5366.68,10,Medium,53
85a46808-4366-4969-8a88-8acba6e51327,New York,Ningbo,United States,China,Port Newark,Shanghai Port,3524.47,8,Medium,58
d88dd0d8-aa81-4d3d-9db0-ca414bb807fe,Rotterdam,Manchester,Netherlands,United Kingdom,Port of Rotterdam,London Gateway,7577.51,18,Low,17
951ec8cd-a017-4ad0-9323-53d4848a6d04,Incheon,Hamburg,South Korea,Germany,Incheon Port,Port of Hamburg,6386.38,10,Low,20
232c558b-3777-4f84-936a-52b540ef3396,Amsterdam,Hamburg,Netherlands,Germany,Port of Rotterdam,Bremerhaven,586.34,4,Medium,38
c6b370a9-2c52-487e-89dd-1130d5e96e50,Ningbo,Seoul,China,South Korea,Shenzhen Port,Incheon Port,10735.92,21,Low,20
f98d9eed-ba65-43d0-a5d5-855039e3d3ab,Bremen,Busan,Germany,South Korea,Port of Hamburg,Incheon Port,6239.49,10,Low,20
2009a0b9-16a7-474c-ab8b-3c6369191fe4,Manchester,Houston,United Kingdom,United States,London Gateway,Port Houston,6238.05,17,Low,41
b96ef0d3-3a2c-4ad5-b9dc-58982fd5fa63,Shanghai,Abu Dhabi,China,UAE,Ningbo-Zhoushan,Khalifa Port,6818.58,9,Low,42
91b96de5-1da2-43aa-832e-48718f825a2d,Yokohama,Frankfurt,Japan,Germany,Port of Osaka,Port of Hamburg,9740.13,25,Low,28
7d96108c-58df-4fa2-8afd-d5305897cf84,Singapore,Ahmedabad,Singapore,India,Port of Singapore,Nhava Sheva,7869.07,13,Low,18
4ec9cc0f-5b7e-49a3-9f13-5462cb81a913,Osaka,London,Japan,United Kingdom,Port of Yokohama,Port of Felixstowe,5143.18,7,Medium,38
20fc98ae-3017-4c08-aaeb-f1d4f2e339cb,Los Angeles,Busan,United States,South Korea,Port Houston,Incheon Port,1191.34,5,Low,23
0d3b221e-88a1-4d87-a266-6d30f2f00d28,Hyderabad,Hamburg,India,Germany,Chennai Port,Bremerhaven,289.11,4,Low,23
8a6a1a06-c71c-414d-b2c3-ff4a74146a7e,Hamburg,Singapore,Germany,Singapore,Bremerhaven,Port of Singapore,4688.83,12,Medium,44
2d5ee024-6829-4e78-8c71-c2a07cf6b519,Incheon,Tokyo,South Korea,Japan,Port of Busan,Port of Osaka,9980.27,16,Medium,40
949fb55f-672d-4884-83d2-f1fa440f1ad9,Osaka,Shenzhen,Japan,China,Port of Yokohama,Shenzhen Port,12473.01,25,Medium,39
a7c30c1d-4042-4e99-b4e3-76ee0961786c,Abu Dhabi,Osaka,UAE,Japan,Jebel Ali,Port of Yokohama,755.97,3,High,86
5c38b4b0-ce0a-4575-873e-5b9cde9674cc,Singapore,Shanghai,Singapore,China,Port of Singapore,Ningbo-Zhoushan,11792.81,22,Low,37
b0f145bc-869f-4186-a43d-4d8a1e5cc707,Hyderabad,Tokyo,India,Japan,Mundra Port,Port of Yokohama,2633.49,4,Medium,44
e0465b0e-b684-4340-90e5-1fd99572b257,Singapore,Houston,Singapore,United States,Port of Singapore,Port Newark,2825.94,8,Low,24
dbfd41c3-0862-4c3d-a0d5-170150d6b96e,Rotterdam,Amsterdam,Netherlands,Netherlands,Port of Rotterdam,Port of Rotterdam,642.95,2,Low,42
a7562c85-733a-4eee-9480-8988144309a0,Shanghai,Sharjah,China,UAE,Shanghai Port,Jebel Ali,7867.37,14,Low,32
294b09b3-d2df-4459-9688-74afe91a8b68,Osaka,New York,Japan,United States,Port of Osaka,Port of LA,1925.17,7,Medium,35
afbc0327-c7b0-4d11-aa14-e11b7e32e89e,Singapore,Felixstowe,Singapore,United Kingdom,Port of Singapore,Port of Felixstowe,11404.92,28,High,77
2d451378-5537-484c-943e-3afd579a36b8,Singapore,Guangzhou,Singapore,China,Port of Singapore,Shanghai Port,3257.88,8,High,69
462cb414-9078-4173-afe1-ced6acc7f64a,Felixstowe,Tokyo,United Kingdom,Japan,London Gateway,Port of Osaka,11499.41,16,High,66
a88d7502-767e-47a4-b1eb-40feb050b1d1,Houston,Bremen,United States,Germany,Port Houston,Bremerhaven,4108.0,7,High,69
161bfa07-2885-4f14-a6a4-c71a0992c030,Felixstowe,Tokyo,United Kingdom,Japan,Port of Felixstowe,Port of Osaka,1183.62,5,High,74
5d540c14-0909-4789-9b3e-96dfee7557c3,Chicago,Singapore,United States,Singapore,Port Newark,Port of Singapore,10622.12,17,High,82
97a02e58-ac07-485f-ba5b-6793f6cab5d0,Bengaluru,Delhi,India,India,Mundra Port,Nhava Sheva,2190.82,7,Low,39
d11fce17-5c29-46d0-ae7c-d58f9366e9ff,Busan,Chennai,South Korea,India,Port of Busan,Chennai Port,2265.08,3,Low,22
7e146a1e-3a67-4d9a-bf34-67447c33c5b7,Felixstowe,Kolkata,United Kingdom,India,Port of Felixstowe,Kolkata Port,8811.81,18,Low,23
6df2c690-35e8-414d-a2ea-2c636431c8e7,Bremen,Hyderabad,Germany,India,Bremerhaven,Mundra Port,12491.6,17,Low,43
7e1fb980-e619-48a9-baa9-819e84444248,Ningbo,Shanghai,China,China,Ningbo-Zhoushan,Ningbo-Zhoushan,668.43,2,Low,28
8c52b1eb-8b7b-4555-845b-322870a641ea,Dubai,Guangzhou,UAE,China,Khalifa Port,Ningbo-Zhoushan,8960.96,16,Low,38
c7c98353-6ebf-4b35-b3d5-9e65ab4dde26,Seoul,Frankfurt,South Korea,Germany,Incheon Port,Bremerhaven,9880.1,16,Medium,59
f1f5174d-575f-42b9-9554-8541b79bb8f9,Los Angeles,Abu Dhabi,United States,UAE,Port Newark,Khalifa Port,2588.36,9,Low,38
3b27f183-de91-4314-8e74-2cc5a10d2363,Amsterdam,Osaka,Netherlands,Japan,Port of Rotterdam,Port of Osaka,5070.56,10,Low,41
4fff880c-df2b-4ec6-aa7d-af3ebd2c864a,Dubai,Houston,UAE,United States,Jebel Ali,Port Newark,1746.59,3,Medium,64
2a54e6b6-98a9-4e52-8626-dbe343448d9f,Yokohama,Manchester,Japan,United Kingdom,Port of Osaka,London Gateway,10480.45,22,Medium,62
4dcc6704-8868-42ae-a3cd-b04d2a115e4a,Sharjah,Osaka,UAE,Japan,Khalifa Port,Port of Osaka,3101.19,8,Medium,64
e2b88766-02d3-472a-abce-6a7ffba5567a,Abu Dhabi,Los Angeles,UAE,United States,Jebel Ali,Port Houston,11058.47,16,Medium,62
ecf2ab22-d73b-4975-8995-31a60511cf52,Guangzhou,Shenzhen,China,China,Ningbo-Zhoushan,Ningbo-Zhoushan,1561.84,5,Medium,40
39e7a033-5df3-43b3-ad84-a9aaa5b4d7cf,Rotterdam,Frankfurt,Netherlands,Germany,Port of Rotterdam,Port of Hamburg,8123.54,18,Low,36
b867f216-6e17-4d8f-a42f-c6b64a58eff3,Singapore,Incheon,Singapore,South Korea,Port of Singapore,Incheon Port,4696.77,10,High,80
670454bf-5f43-4bfc-b56d-ee60b0ef6616,Manchester,Guangzhou,United Kingdom,China,Port of Felixstowe,Shenzhen Port,6963.74,12,Medium,35
6bf4868b-7c94-493c-bfed-7b887b3ad1a4,Hamburg,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,6221.29,11,Low,43
3df9cf5a-afc4-4766-971a-a66a05584317,Shanghai,Delhi,China,India,Shenzhen Port,Chennai Port,8007.01,18,Low,20
815ca9b9-77ea-4ce1-86e1-2b77cac63df2,Rotterdam,Singapore,Netherlands,Singapore,Port of Rotterdam,Port of Singapore,11405.35,23,Low,16
7928f22f-f65c-45e4-a322-794835e359fd,Frankfurt,Abu Dhabi,Germany,UAE,Port of Hamburg,Jebel Ali,2760.32,5,Medium,46
7a67ae41-e6d5-445b-aa06-8dcab74f85fd,Seoul,Yokohama,South Korea,Japan,Incheon Port,Port of Osaka,7160.24,13,Low,35
968ceaab-f986-497d-8f3a-89abc6b9e2db,Felixstowe,Shanghai,United Kingdom,China,Port of Felixstowe,Ningbo-Zhoushan,5728.63,15,Medium,60
868c7904-ef9c-4c9a-bfc2-8aba90fe7d75,Delhi,Ningbo,India,China,Chennai Port,Shenzhen Port,3869.71,9,Low,20
ff1fc1da-f2de-42e8-8abe-283627bc96fd,Rotterdam,Seoul,Netherlands,South Korea,Port of Rotterdam,Port of Busan,10188.34,14,Critical,86
ab9858c9-e12d-4ad2-ad7b-39eba395e227,Amsterdam,Busan,Netherlands,South Korea,Port of Rotterdam,Port of Busan,4937.12,9,Low,28
0bde38f9-3eb9-4a22-8a37-1b97744084ca,Busan,Houston,South Korea,United States,Incheon Port,Port Houston,7700.54,13,High,88
2e279642-00e8-4aa1-89f8-d001dfb2d9c4,Shenzhen,Yokohama,China,Japan,Shenzhen Port,Port of Osaka,1754.42,4,Low,24
397bc2d8-c458-40e7-9614-b46f4fa15d4b,Ningbo,Hamburg,China,Germany,Ningbo-Zhoushan,Port of Hamburg,1004.11,2,Low,25
b4bd8800-aec1-4428-af3d-6febf726e41a,Chennai,Busan,India,South Korea,Nhava Sheva,Port of Busan,6740.73,17,Medium,44
7f13b79a-b0cd-41ef-b4e8-a4d6eba9ee71,Rotterdam,Manchester,Netherlands,United Kingdom,Port of Rotterdam,London Gateway,2434.99,8,Medium,54
4e297017-563c-460c-8a93-beb769a87b96,London,Shanghai,United Kingdom,China,London Gateway,Shanghai Port,513.12,5,Low,20
6ce94033-67e1-4a78-8c0a-a9beeef1e735,Seoul,Singapore,South Korea,Singapore,Incheon Port,Port of Singapore,730.59,3,Medium,48
b86cc23c-1313-42e3-b7f3-44184e5d7a20,Mumbai,Felixstowe,India,United Kingdom,Nhava Sheva,Port of Felixstowe,10317.26,17,High,70
b8591fe2-65d4-48d9-9b99-0c273acd5c7a,Bengaluru,Singapore,India,Singapore,Nhava Sheva,Port of Singapore,12305.33,20,Medium,61
15ef26fc-30c4-4086-b166-b4f7cd2fc66b,Busan,Chennai,South Korea,India,Incheon Port,Mundra Port,5882.88,13,Medium,55
118ac75d-a2c5-4182-b891-19b625919e3e,Osaka,Manchester,Japan,United Kingdom,Port of Osaka,London Gateway,3397.73,5,Low,31
6dc000a9-14ae-43d7-99ef-3dba8280703a,Abu Dhabi,Amsterdam,UAE,Netherlands,Khalifa Port,Port of Rotterdam,9392.58,14,Low,38
c4f7b4ad-4d03-49ac-8193-b3c32b13e338,Frankfurt,Rotterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,5229.32,9,Low,38
d6a0871d-b446-440e-9fe0-39230224cf5f,Seoul,Ahmedabad,South Korea,India,Incheon Port,Mundra Port,4785.62,8,Medium,67
66e27488-25b9-4781-98d5-cdf72352f236,Singapore,Osaka,Singapore,Japan,Port of Singapore,Port of Osaka,5665.4,15,Medium,45
768fd286-00b5-465f-bbf7-b94048d76473,Bremen,Singapore,Germany,Singapore,Bremerhaven,Port of Singapore,3709.4,10,Medium,37
6609540c-4d20-476d-adb8-c65772d97c68,Los Angeles,Seoul,United States,South Korea,Port Newark,Incheon Port,10171.55,16,Low,17
9f461723-c1d4-483b-a668-d75577fbbb0d,Busan,Guangzhou,South Korea,China,Incheon Port,Ningbo-Zhoushan,3007.87,11,Low,26
28996b5d-1266-4384-ba0a-41c42858b050,Manchester,Osaka,United Kingdom,Japan,Port of Felixstowe,Port of Osaka,2337.71,4,High,85
066f9cb0-5e09-4be5-891c-56eda46060bb,Los Angeles,Seoul,United States,South Korea,Port Newark,Port of Busan,6157.39,9,Low,37
9b2fe2ea-1af1-4156-92c2-b97338a2ab4e,Manchester,Osaka,United Kingdom,Japan,London Gateway,Port of Yokohama,8489.09,13,Low,20
6bd6571e-7142-46e9-b076-a441a655b714,London,Kolkata,United Kingdom,India,London Gateway,Nhava Sheva,10330.7,17,Low,24
d90d84ae-9c1f-4d84-8cc8-d7f47113cb55,Hamburg,Felixstowe,Germany,United Kingdom,Bremerhaven,London Gateway,9867.34,17,Low,32
96b5c8e1-0d07-4637-a490-499504a37532,Bengaluru,Hamburg,India,Germany,Kolkata Port,Bremerhaven,11140.66,17,High,81
ac400a06-d2d9-467d-ac2b-91f1a77a4c8e,Los Angeles,Manchester,United States,United Kingdom,Port Houston,London Gateway,10298.7,20,Low,30
410ad725-3599-4955-913d-5edefe1948aa,Shenzhen,Abu Dhabi,China,UAE,Ningbo-Zhoushan,Khalifa Port,968.16,2,Low,42
be397876-2c7c-47c7-b325-ad8ba57c9b87,Chicago,Singapore,United States,Singapore,Port Houston,Port of Singapore,7940.91,16,Low,39
8240a45e-4242-4b71-aeb9-c16607d106ac,Houston,Bengaluru,United States,India,Port Newark,Mundra Port,11505.0,25,Medium,65
d2d515f8-b611-4a7c-bd54-c097f1e2e5ea,Frankfurt,Shanghai,Germany,China,Bremerhaven,Shanghai Port,12264.12,18,Low,26
60d2e483-7491-48de-900a-efbbd81610b8,Houston,Abu Dhabi,United States,UAE,Port Newark,Jebel Ali,4313.84,8,Low,45
768f0393-35bb-48a0-8ff7-26cbf3963272,Amsterdam,Abu Dhabi,Netherlands,UAE,Port of Rotterdam,Khalifa Port,4682.35,9,Medium,36
f1da0bff-66dc-4fee-b02e-a497a6a18da2,Abu Dhabi,Yokohama,UAE,Japan,Khalifa Port,Port of Yokohama,10758.37,20,Medium,35
6631fa3d-bf5b-451d-83dc-713de1f2a67c,Incheon,Houston,South Korea,United States,Port of Busan,Port of LA,11524.18,19,Low,16
535dc93a-30ce-4b17-acf6-a80cd2280720,Singapore,Rotterdam,Singapore,Netherlands,Port of Singapore,Port of Rotterdam,1026.88,4,High,63
6831663a-7ea9-4e52-a8a6-bd4558ac99e9,Sharjah,Tokyo,UAE,Japan,Jebel Ali,Port of Osaka,11097.12,13,High,80
2c1906dc-33e9-4b3c-8945-ed7ada2a2e11,Incheon,Houston,South Korea,United States,Incheon Port,Port of LA,8130.96,19,Low,34
6c02c9e3-ca64-42ce-a5d2-a53848fae655,Osaka,Houston,Japan,United States,Port of Yokohama,Port Newark,5519.91,8,Medium,42
7be1e9e7-c673-4f77-81a8-da20a5b72cd3,Rotterdam,Tokyo,Netherlands,Japan,Port of Rotterdam,Port of Osaka,8798.05,14,Low,39
194e91ef-af03-4912-bda2-fe5e76220521,Abu Dhabi,Ahmedabad,UAE,India,Jebel Ali,Nhava Sheva,4264.0,12,Medium,67
543c61a2-14a2-4863-b8b9-9398f6035731,Singapore,Felixstowe,Singapore,United Kingdom,Port of Singapore,London Gateway,9761.64,25,Low,18
b3766382-7eb4-4fd3-b572-b88097e1eddd,Abu Dhabi,Frankfurt,UAE,Germany,Jebel Ali,Port of Hamburg,7636.33,13,Low,39
3db02101-d66a-4fbf-930c-97256988ca9d,Amsterdam,Shanghai,Netherlands,China,Port of Rotterdam,Ningbo-Zhoushan,5831.9,7,High,81
f2d35457-c68a-4418-bff3-517364c22ff2,Los Angeles,Hyderabad,United States,India,Port of LA,Chennai Port,9431.65,14,Medium,64
d2884199-7823-4114-a185-205496eea9c4,Busan,Frankfurt,South Korea,Germany,Incheon Port,Port of Hamburg,1403.26,6,Low,33
fcc331e7-057e-4245-ab18-55e71fd64c21,Kolkata,Ningbo,India,China,Nhava Sheva,Shenzhen Port,3227.18,7,Medium,62
6eef20d6-3e77-4f3a-af55-5869981519df,Dubai,Sharjah,UAE,UAE,Khalifa Port,Jebel Ali,2145.21,5,Low,41
c5b497d4-6cbc-4098-b518-e6718fa601ec,Abu Dhabi,Tokyo,UAE,Japan,Jebel Ali,Port of Yokohama,1345.27,4,Medium,49
a0d2a28c-0307-4da4-a567-c5d3b844a6b4,Osaka,Delhi,Japan,India,Port of Yokohama,Mundra Port,5222.59,7,Medium,62
e6989324-7a70-4e87-bc56-eeeebc67146e,Hamburg,Dubai,Germany,UAE,Bremerhaven,Khalifa Port,902.45,6,Low,24
de64cac1-5ed8-4f05-89e0-609479ced2f4,Kolkata,Frankfurt,India,Germany,Kolkata Port,Bremerhaven,2430.83,5,Medium,56
362bb529-f6b3-41b2-a678-48e28264c654,Shanghai,Manchester,China,United Kingdom,Ningbo-Zhoushan,London Gateway,9197.5,14,Medium,54
2e9987e4-d3db-49e9-b247-70fcd18f46c5,Ningbo,Chennai,China,India,Shenzhen Port,Mundra Port,10351.36,17,Low,43
bb597d95-daa7-4c4e-ae7a-87d56787ed45,Rotterdam,Dubai,Netherlands,UAE,Port of Rotterdam,Khalifa Port,4095.95,7,Medium,42
7a1e9078-22b8-417d-87f2-f4814ef221ed,Yokohama,Ningbo,Japan,China,Port of Yokohama,Shanghai Port,6701.34,17,Low,24
4019458e-d0bc-4013-a8c8-2089fa3a72a9,Sharjah,Manchester,UAE,United Kingdom,Khalifa Port,London Gateway,7799.4,12,Medium,56
a22094b3-832e-4e87-83cd-5b257e9588a6,Ningbo,Osaka,China,Japan,Shanghai Port,Port of Yokohama,5713.58,16,Low,30
ff6620e6-084b-4dac-a3cb-91b68520e2ab,Hyderabad,Sharjah,India,UAE,Chennai Port,Jebel Ali,11570.05,25,High,67
07bf3507-dd01-4727-9fbd-361168395b7f,Mumbai,Bremen,India,Germany,Kolkata Port,Port of Hamburg,3604.01,7,Medium,47
0da7a6a8-8607-413d-99d1-a8bbde565cb2,Mumbai,Ningbo,India,China,Kolkata Port,Ningbo-Zhoushan,8428.49,12,Medium,51
3ffd9663-7fa9-42e8-8fd5-41503f8212b2,Ningbo,Tokyo,China,Japan,Ningbo-Zhoushan,Port of Yokohama,3662.14,10,Critical,84
1b2ebd2b-fe4a-4181-93cd-f97f1931fa4c,Ahmedabad,Delhi,India,India,Chennai Port,Nhava Sheva,763.24,3,Low,22
848366ee-0fdb-444b-a998-2ff24847ac5f,Seoul,London,South Korea,United Kingdom,Port of Busan,Port of Felixstowe,6259.08,10,Low,35
401b095c-3bfe-4288-95da-c93479c5aeba,Seoul,Incheon,South Korea,South Korea,Incheon Port,Incheon Port,848.45,3,Critical,84
7809d2f6-e99e-416f-b61e-6ecf1d698138,Busan,Amsterdam,South Korea,Netherlands,Port of Busan,Port of Rotterdam,2785.14,7,Medium,46
64b5ee63-a1fb-4227-872f-ca04408f42f8,Singapore,Manchester,Singapore,United Kingdom,Port of Singapore,London Gateway,12429.38,18,Low,39
9790d807-a400-4a77-a188-de8544930ac6,Kolkata,Guangzhou,India,China,Kolkata Port,Ningbo-Zhoushan,4655.59,14,Low,40
ef3191c9-e4c0-4c01-b96a-dcb4d851440b,Felixstowe,Sharjah,United Kingdom,UAE,Port of Felixstowe,Khalifa Port,2524.31,9,Medium,38
26964f61-6903-4bb5-b020-888e228d29fc,Houston,Los Angeles,United States,United States,Port Newark,Port of LA,1681.14,4,High,78
a6702011-703e-4110-8fff-67657e394bc1,Delhi,Hyderabad,India,India,Mundra Port,Kolkata Port,1815.95,5,Low,33
8f649767-3252-4bda-bc61-dddcba9f95f4,Houston,Singapore,United States,Singapore,Port Houston,Port of Singapore,7690.84,12,Low,23
ce7416d1-4dd3-451d-8a55-62db5b681b7b,Incheon,Abu Dhabi,South Korea,UAE,Incheon Port,Khalifa Port,9631.97,14,Medium,45
f3988ed2-16c7-46ea-8db3-9122f98dcd1c,Yokohama,Singapore,Japan,Singapore,Port of Yokohama,Port of Singapore,8913.88,16,High,62
3ffe4090-bd53-4e85-a16a-0ace89434111,Bremen,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,11617.97,26,High,73
4c285380-56fe-4492-9835-0ca0a40dbda1,Seoul,Frankfurt,South Korea,Germany,Port of Busan,Bremerhaven,2112.91,6,Medium,41
cd59633f-bf7a-4823-b266-da959228e2da,Bremen,Amsterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,5275.04,9,Low,17
7b2c7541-634b-49e7-af38-41474fbbdcbe,Seoul,Ningbo,South Korea,China,Incheon Port,Shenzhen Port,8164.95,12,High,68
19de79c9-3a85-4b6d-81f3-272ad2158361,Abu Dhabi,Bengaluru,UAE,India,Khalifa Port,Mundra Port,10137.43,20,Low,16
f9319cab-29df-4c86-95e6-0ff4350e95c7,Rotterdam,Mumbai,Netherlands,India,Port of Rotterdam,Nhava Sheva,4630.52,11,Low,21
c6c1eb42-58a1-420d-9d23-485e091b0558,Amsterdam,Abu Dhabi,Netherlands,UAE,Port of Rotterdam,Jebel Ali,763.45,3,High,70
80e8c41f-73fb-4778-833a-04ab8758c973,Hamburg,Bremen,Germany,Germany,Bremerhaven,Port of Hamburg,802.6,3,Low,44
21a0d58c-ad66-4cc3-8266-35a6216f31a0,Shenzhen,Busan,China,South Korea,Ningbo-Zhoushan,Incheon Port,3601.7,8,Medium,46
9083f192-ade4-4ab8-b800-4f120cdb684d,Dubai,Singapore,UAE,Singapore,Khalifa Port,Port of Singapore,5448.21,11,High,71
6e2f47a4-b3ec-4ea2-9b0c-035f2361acec,New York,Busan,United States,South Korea,Port Newark,Port of Busan,9669.1,16,Medium,37
ab55006a-dac6-4968-9c05-87786d40bf46,Osaka,Houston,Japan,United States,Port of Yokohama,Port Newark,8070.63,15,Critical,88
1002efe5-6b65-42f4-adfb-7ac15031dda7,Ningbo,Shanghai,China,China,Shenzhen Port,Shenzhen Port,1544.08,5,Medium,41
bd3fbb71-93b6-4c49-8202-ed964794d18f,Manchester,Bremen,United Kingdom,Germany,Port of Felixstowe,Bremerhaven,2835.98,5,High,80
cd195796-b599-47e8-99e4-feba05fd7f27,Busan,Singapore,South Korea,Singapore,Port of Busan,Port of Singapore,3586.22,10,Medium,44
ada85362-dd64-46c8-a4be-0071459912db,Incheon,Shenzhen,South Korea,China,Port of Busan,Ningbo-Zhoushan,643.31,5,Medium,46
82fd55e4-df6a-4b5a-b6d8-0ee792a6e16e,Frankfurt,Chicago,Germany,United States,Port of Hamburg,Port Houston,11728.18,25,High,88
f15bc2fd-2d72-438f-8648-497ed6ec7665,Incheon,Tokyo,South Korea,Japan,Port of Busan,Port of Yokohama,7196.58,13,Medium,45
f3e79da0-24a2-4ab1-9774-c423cb81a99a,Hamburg,Amsterdam,Germany,Netherlands,Bremerhaven,Port of Rotterdam,12369.46,22,Medium,50
c161d2d0-dedf-4148-9d0e-7a76d579b652,Felixstowe,Rotterdam,United Kingdom,Netherlands,Port of Felixstowe,Port of Rotterdam,4687.4,8,High,62
da90bce3-f4a5-4ba2-927e-e26959d849eb,Frankfurt,Felixstowe,Germany,United Kingdom,Port of Hamburg,Port of Felixstowe,526.07,3,Medium,63
58651cd0-64da-436c-8d9c-750e671e3b1c,Chennai,Yokohama,India,Japan,Nhava Sheva,Port of Yokohama,3855.04,6,Medium,45
2206bc11-20b5-41f4-9152-e0da0e8891f4,Bremen,Kolkata,Germany,India,Port of Hamburg,Mundra Port,863.0,3,High,63
